mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_RF__max_depth,param_RF__max_features,param_RF__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.18139398097991943,0.002904572134361124,0.01214897632598877,0.00019934694093893317,7,7,150,"{'RF__max_depth': 7, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.7,0.7125,0.6375,0.6625,0.7625,0.8,0.8375,0.75,0.7375,0.7,0.73,0.05760859310901459,27
0.006833505630493164,0.0006901802188828427,0.002021026611328125,0.0005638107193640704,7,15,3,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.6625,0.5625,0.625,0.675,0.775,0.75,0.7875,0.7625,0.7125,0.675,0.69875,0.06856794075951239,96
0.009111309051513672,0.00011736071672529534,0.001921367645263672,8.184085766128607e-05,7,15,5,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.675,0.6375,0.625,0.6875,0.775,0.775,0.825,0.75,0.7375,0.675,0.7162499999999999,0.06251249875024993,58
0.016651439666748046,0.0006615604501178982,0.0026098966598510744,0.0007071051809582397,7,15,10,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.6625,0.6875,0.6125,0.675,0.8,0.7625,0.7375,0.75,0.775,0.6625,0.7125,0.057554322166106696,63
0.038153767585754395,0.001589593741293585,0.003484034538269043,0.00017442112241851227,7,15,25,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.7,0.6875,0.675,0.675,0.8125,0.825,0.825,0.7625,0.7625,0.675,0.74,0.061441028637222506,6
0.07175629138946533,0.0008466439797433821,0.005291509628295899,0.00019629463071992696,7,15,50,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.6875,0.7,0.7125,0.6875,0.75,0.825,0.7875,0.7875,0.775,0.675,0.73875,0.050140427800328936,9
0.20845484733581543,0.001969571396993793,0.012766194343566895,0.0005604687349555455,7,15,150,"{'RF__max_depth': 7, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.675,0.7125,0.675,0.7125,0.7375,0.825,0.8375,0.775,0.775,0.675,0.74,0.05777110004145669,6
0.006806182861328125,0.00020971368691541527,0.0017275571823120116,5.4908523438839965e-05,7,20,3,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.65,0.6625,0.6,0.6,0.7375,0.725,0.7375,0.7125,0.7,0.675,0.68,0.04911720676097127,112
0.009842944145202637,0.0004699756239900103,0.0018810510635375976,6.0980933847725754e-05,7,20,5,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.6125,0.7375,0.6375,0.6625,0.75,0.7625,0.7625,0.7625,0.8125,0.7,0.72,0.061032778078668505,50
0.018148517608642577,0.0011956848303244312,0.0024201631546020507,0.00021045062121988637,7,20,10,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.65,0.725,0.625,0.675,0.75,0.75,0.7875,0.775,0.8125,0.7125,0.7262500000000001,0.05794663493249629,34
0.04040706157684326,0.0006459712757785844,0.003545403480529785,0.0003110746207539841,7,20,25,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.675,0.7,0.6375,0.7125,0.7875,0.7625,0.85,0.775,0.8,0.7,0.74,0.06194755846681934,6
0.07773990631103515,0.001194115633538096,0.005245327949523926,0.00021856748701701103,7,20,50,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.675,0.7125,0.65,0.6875,0.8,0.7875,0.825,0.7625,0.8,0.725,0.7424999999999999,0.057608593109014554,3
0.2255387306213379,0.0015045496761850877,0.012955737113952637,0.0011346018094366723,7,20,150,"{'RF__max_depth': 7, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.675,0.7,0.6625,0.675,0.775,0.7875,0.8125,0.75,0.7875,0.7125,0.73375,0.05245533814589321,17
0.005907750129699707,0.0003108573710632251,0.001724410057067871,6.007675595088614e-05,10,4,3,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 3}",0.6875,0.675,0.6375,0.675,0.775,0.675,0.7375,0.6375,0.7125,0.5625,0.6775,0.05556527692723219,115
0.00816795825958252,7.192566947246505e-05,0.0018649578094482421,2.311499786258473e-05,10,4,5,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 5}",0.7,0.7375,0.575,0.7125,0.7,0.7125,0.7125,0.6875,0.7125,0.6,0.6849999999999999,0.05055937104039173,109
0.0147658109664917,0.0006272170962317109,0.0025962352752685546,0.0005146156776682278,10,4,10,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 10}",0.6875,0.725,0.6,0.675,0.8125,0.75,0.7875,0.7125,0.7375,0.6875,0.7175,0.057336724705898574,56
0.032822036743164064,0.0008223778390786567,0.0035341501235961912,0.0001980781512129576,10,4,25,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 25}",0.675,0.7125,0.625,0.725,0.7875,0.8375,0.8125,0.7,0.7875,0.6625,0.7324999999999999,0.06689544080129826,21
0.06295058727264405,0.0014734264232193622,0.005329585075378418,0.00016657865927135,10,4,50,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 50}",0.6625,0.725,0.6375,0.7,0.775,0.8125,0.8125,0.7625,0.7625,0.6875,0.7337499999999999,0.05783867650629638,18
0.18113958835601807,0.0026018944780165526,0.012587928771972656,0.00037490651332401447,10,4,150,"{'RF__max_depth': 10, 'RF__max_features': 4, 'RF__n_estimators': 150}",0.675,0.725,0.6375,0.6875,0.7625,0.7875,0.825,0.7625,0.725,0.7125,0.7299999999999999,0.05309190145398824,29
0.006243181228637695,0.00010293735889034682,0.0017754316329956054,6.779888722795174e-05,10,7,3,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 3}",0.6125,0.6,0.5625,0.6,0.625,0.7,0.7875,0.725,0.7,0.65,0.6562500000000001,0.06620281338432679,119
0.008702301979064941,0.00013500124198941317,0.00190427303314209,3.777809156018573e-05,10,7,5,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 5}",0.6125,0.6,0.6125,0.6125,0.65,0.7375,0.75,0.725,0.75,0.6375,0.6687500000000001,0.06053150006401625,118
0.015396976470947265,0.00034605822637847456,0.002451920509338379,0.0001994634526574332,10,7,10,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 10}",0.6875,0.725,0.65,0.625,0.7375,0.8125,0.825,0.775,0.7125,0.6375,0.7187500000000001,0.06690711845536318,53
0.03515846729278564,0.0011201867362756453,0.003581595420837402,0.00021606975060176067,10,7,25,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 25}",0.6875,0.6875,0.65,0.6625,0.75,0.8375,0.825,0.7375,0.725,0.6625,0.7224999999999999,0.06294839156007086,46
0.069016432762146,0.006143106426773331,0.0053511857986450195,0.00018110854199624083,10,7,50,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 50}",0.675,0.7125,0.625,0.65,0.7625,0.8125,0.8375,0.7625,0.75,0.7125,0.7300000000000001,0.06475916923494308,26
0.19424219131469728,0.0029085794264682844,0.012558078765869141,0.0004798929078045255,10,7,150,"{'RF__max_depth': 10, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.675,0.7125,0.65,0.6875,0.7625,0.8375,0.825,0.7625,0.7375,0.725,0.7374999999999999,0.058094750193111236,13
0.006708550453186035,0.00018498762348780783,0.001706838607788086,3.9668581576907286e-05,10,15,3,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.6625,0.65,0.625,0.625,0.6875,0.675,0.75,0.6375,0.75,0.7125,0.6775,0.044651427748729385,115
0.009676814079284668,0.00010693806843170736,0.001875925064086914,7.971476613480447e-05,10,15,5,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.6625,0.625,0.6,0.675,0.6625,0.775,0.7625,0.7,0.7625,0.65,0.6875000000000001,0.057825167531101875,108
0.01778266429901123,0.00044804259134181287,0.002400326728820801,0.00016436124657911766,10,15,10,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.675,0.7,0.6125,0.7625,0.7,0.7625,0.7625,0.725,0.7375,0.675,0.7112499999999999,0.04624999999999998,67
0.04097208976745605,0.0005698070783932388,0.0035369396209716797,0.00020058354992619944,10,15,25,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.675,0.6875,0.6375,0.725,0.7625,0.825,0.8125,0.725,0.7625,0.75,0.73625,0.05602733707753742,15
0.07900161743164062,0.0017317903206117112,0.005333518981933594,0.00013283236891093518,10,15,50,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.6875,0.725,0.6875,0.7125,0.7875,0.825,0.825,0.75,0.725,0.7375,0.74625,0.04810470351223462,1
0.23022406101226806,0.003470543749617983,0.012932658195495605,0.0011819652325456005,10,15,150,"{'RF__max_depth': 10, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.6875,0.725,0.675,0.6875,0.7875,0.8,0.825,0.7625,0.75,0.725,0.7424999999999999,0.04879805323985782,3
0.007107448577880859,7.521347046889029e-05,0.0017180204391479491,3.612689787844223e-05,10,20,3,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.625,0.7125,0.625,0.6625,0.75,0.775,0.7625,0.725,0.7375,0.625,0.7,0.0570087712549569,93
0.01047062873840332,0.00027012652458050553,0.0018608570098876953,4.279902376716079e-05,10,20,5,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.575,0.65,0.6125,0.7125,0.75,0.8,0.775,0.75,0.75,0.6625,0.70375,0.07094231811831357,84
0.019414639472961424,0.0011595566529587404,0.002498435974121094,0.00028745879617284666,10,20,10,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.65,0.7,0.625,0.725,0.7875,0.7875,0.725,0.7125,0.7625,0.725,0.72,0.0503736041990247,50
0.044670271873474124,0.0009147674047196785,0.003538346290588379,0.00024554802151565086,10,20,25,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.625,0.6875,0.6625,0.675,0.7875,0.8125,0.825,0.75,0.75,0.6875,0.72625,0.06481946081232086,37
0.08604438304901123,0.0010860973611356531,0.005345749855041504,0.00031123346238619206,10,20,50,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.65,0.675,0.6875,0.6875,0.8,0.825,0.825,0.725,0.775,0.7125,0.7362500000000001,0.06160610765175802,14
0.2522027015686035,0.005208806224274906,0.012811398506164551,0.0009723161252040335,10,20,150,"{'RF__max_depth': 10, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.6625,0.6875,0.675,0.7125,0.8,0.825,0.8375,0.725,0.8,0.725,0.745,0.061542668125455856,2
0.005954074859619141,5.2350639726744335e-05,0.001692819595336914,1.3541587628790511e-05,,4,3,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 3}",0.625,0.6875,0.65,0.7,0.6375,0.65,0.6875,0.65,0.65,0.6,0.6537499999999999,0.029074258374032515,120
0.008510780334472657,0.00018933839395799586,0.0018629312515258789,3.3835292584679416e-05,,4,5,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 5}",0.6875,0.6875,0.6875,0.675,0.725,0.65,0.7125,0.7125,0.7625,0.6375,0.69375,0.03457329171484832,106
0.015529918670654296,0.0009349170692312079,0.0024437665939331054,0.0002824922623973197,,4,10,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 10}",0.675,0.675,0.65,0.65,0.7,0.7625,0.775,0.725,0.7375,0.65,0.7000000000000001,0.045069390943299856,92
0.03493762016296387,0.0008612605044599463,0.003699636459350586,0.00028098564087900084,,4,25,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 25}",0.6625,0.7125,0.6375,0.675,0.7625,0.7875,0.8,0.7125,0.7,0.675,0.7125,0.0518411033833193,63
0.06657676696777344,0.0009826610524151429,0.005575823783874512,0.0002043450035547864,,4,50,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 50}",0.675,0.7,0.6125,0.7,0.775,0.8,0.7625,0.75,0.7125,0.7,0.7187500000000001,0.05191639914323797,53
0.19234957695007324,0.0034363267162510545,0.013266563415527344,0.0006672171688414015,,4,150,"{'RF__max_depth': None, 'RF__max_features': 4, 'RF__n_estimators': 150}",0.6875,0.7125,0.65,0.6875,0.75,0.7875,0.85,0.7375,0.7,0.7,0.7262500000000001,0.054900478139994366,34
0.007583761215209961,0.000735770112345824,0.002131056785583496,0.00026634497124212704,,7,3,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 3}",0.6875,0.5625,0.65,0.625,0.675,0.6625,0.75,0.75,0.75,0.675,0.67875,0.0572958331818292,114
0.009089326858520508,0.0003027312188515131,0.0019272089004516602,0.00011538715624298068,,7,5,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 5}",0.675,0.625,0.6625,0.6375,0.6875,0.75,0.8,0.75,0.75,0.65,0.69875,0.05630552814777605,96
0.01654391288757324,0.0011303477980145402,0.0024120092391967775,0.00012782731796808462,,7,10,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 10}",0.7,0.675,0.65,0.6375,0.7125,0.7875,0.7875,0.775,0.7375,0.7,0.7162499999999999,0.05185617128172885,58
0.03763554096221924,0.0011507431543112327,0.0035786867141723634,0.00013815616903833512,,7,25,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 25}",0.6625,0.7375,0.625,0.7125,0.775,0.8125,0.8125,0.7625,0.7375,0.7,0.7337499999999999,0.05783867650629638,18
0.0716024398803711,0.0011165716998334315,0.005557441711425781,0.00018476105303405382,,7,50,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 50}",0.6625,0.75,0.6875,0.7,0.7875,0.8,0.775,0.7625,0.7375,0.7125,0.7375,0.043301270189221946,11
0.20683071613311768,0.0033853799576290533,0.013162469863891602,0.00028105500101730543,,7,150,"{'RF__max_depth': None, 'RF__max_features': 7, 'RF__n_estimators': 150}",0.65,0.725,0.6875,0.6625,0.8,0.7875,0.8375,0.725,0.725,0.725,0.7324999999999999,0.057063561052566644,21
0.007153534889221191,8.115744968945196e-05,0.0017683744430541993,4.3456774884392626e-05,,15,3,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 3}",0.6875,0.675,0.6375,0.65,0.675,0.7,0.75,0.65,0.7,0.6375,0.6762500000000001,0.03328381738923587,117
0.010180354118347168,0.00010743868416317157,0.001896834373474121,5.736486273999733e-05,,15,5,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 5}",0.6625,0.6875,0.55,0.6,0.6625,0.825,0.775,0.7,0.725,0.6625,0.6849999999999999,0.07516648189186453,109
0.018693828582763673,0.0006489485711303147,0.0027138710021972655,0.0006841394668165012,,15,10,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 10}",0.625,0.725,0.6,0.65,0.725,0.8,0.8125,0.7625,0.725,0.725,0.7149999999999999,0.06703543838895962,61
0.044174790382385254,0.0015967775055644384,0.003661704063415527,0.0001851389595644644,,15,25,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 25}",0.6375,0.7,0.6375,0.7125,0.75,0.8125,0.8375,0.725,0.7375,0.7375,0.72875,0.060994364493779284,30
0.08329133987426758,0.0010358355428666242,0.0055149316787719725,0.0003419804667055544,,15,50,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 50}",0.6875,0.7375,0.7,0.75,0.725,0.825,0.8125,0.7375,0.7125,0.725,0.74125,0.042591812593502046,5
0.24197676181793212,0.002250393494350653,0.012665009498596192,0.0003360452901838366,,15,150,"{'RF__max_depth': None, 'RF__max_features': 15, 'RF__n_estimators': 150}",0.6625,0.7375,0.6875,0.7,0.7875,0.8375,0.825,0.7,0.7125,0.7375,0.73875,0.05630552814777604,9
0.007864570617675782,0.0010949684674917027,0.0017582178115844727,0.00014168148186669138,,20,3,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 3}",0.6125,0.7375,0.625,0.65,0.6875,0.6625,0.725,0.7,0.7125,0.6875,0.68,0.03960744879438714,112
0.01116926670074463,0.00037930972365107595,0.0019526243209838866,0.00013401866314919562,,20,5,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 5}",0.6,0.675,0.625,0.725,0.7375,0.75,0.75,0.75,0.7375,0.7125,0.70625,0.05191639914323797,81
0.020200324058532716,0.0003684298441165353,0.002505326271057129,0.00022512384307514212,,20,10,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 10}",0.6875,0.7,0.625,0.7,0.775,0.75,0.7625,0.7375,0.775,0.725,0.72375,0.0445287828263922,41
0.047019362449645996,0.0008690401506899733,0.003620624542236328,0.00021228651580117505,,20,25,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 25}",0.6625,0.6875,0.65,0.675,0.725,0.75,0.8,0.725,0.75,0.6875,0.71125,0.0445287828263922,65
0.09047892093658447,0.0017997272115434107,0.005440235137939453,0.0004703964971856462,,20,50,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 50}",0.6875,0.7125,0.6875,0.7,0.775,0.775,0.775,0.725,0.7625,0.7,0.73,0.03588175023601832,27
0.2667160272598267,0.003362677643004653,0.012824726104736329,0.0007688547372481508,,20,150,"{'RF__max_depth': None, 'RF__max_features': 20, 'RF__n_estimators': 150}",0.6625,0.7125,0.7,0.6875,0.7875,0.775,0.8375,0.7125,0.725,0.7375,0.7337499999999999,0.04970223838017762,18
